AUDITYEAR,DBKEY,EIN,AGENCY        
2018,       183912,411738556,00   
2018,       183913,363895200,00   
2018,       183916,410341250,00   
2018,       183918,710416869,00   
2018,       183919,721317429,00   
2018,       183920,571046537,00   
2018,       183923,391050492,00   
2018,       183926,721261646,00   
2018,       183930,430653584,10   
2018,       183930,430653584,64   
2018,       183934,330044843,00   
2018,       183935,570756480,00   
2018,       183936,570958595,00   
2018,       183939,161442502,00   
2018,       183939,161442502,14   
2018,       183945,742234089,00   
2018,       183948,232450112,00   
2018,       183950,222320382,00   
2018,       183950,222320382,14   
2018,       183954,954401975,00   
2018,       183954,954401975,20   
2018,       183956,943152903,00   
2018,       183966,581885414,00   
2018,       183968,630519114,00   
2018,       183969,760414261,00   
2018,       183970,530196617,00   
2018,       183970,530196617,19   
2018,       183970,530196617,93   
2018,       183978,411663345,00   
2018,       183985,311358126,00   
2018,       183986,710240677,00   
2018,       183986,710240677,84   
2018,       183987,311320274,00   
2018,       183990,582009533,00   
2018,       183990,582009533,14   
2018,       183995,311319181,00   
2018,       183995,311319181,14   
2018,       183999,710668236,00   
2018,       184000,382860885,00   
2018,       184002,581710690,00   
2018,       184003,050487616,00   
2018,       184006,251194914,00   
2018,       184014,560905636,00   
2018,       184020,731268215,00   
2018,       184022,610945733,00   
2018,       184025,920143492,00   
2018,       184028,953864201,00   
2018,       184031,954583273,00   
2018,       184032,742516838,00   
2018,       184033,381359297,00   
2018,       184037,582023354,00   
2018,       184039,936002313,00   
2018,       184040,593219191,00   
2018,       184042,526067043,00   
2018,       184042,526067043,14   
2018,       184044,680057165,00   
2018,       184047,526067043,00   
2018,       184051,800059518,00   
2018,       184057,222976661,00   
2018,       184058,251323992,00   
2018,       184063,237270967,00   
2018,       184063,237270967,10   
2018,       184065,420923412,00   
2018,       184071,382958726,00   
2018,       184076,541804146,00   
2018,       184084,556000363,00   
2018,       184086,581805520,00   
2018,       184086,581805520,14   
2018,       184089,610597273,00   
2018,       184090,113152691,00   
2018,       184094,383004941,00   
2018,       184096,251187202,00   
2018,       184097,770313172,00   
2018,       184101,311443413,00   
2018,       184108,042608708,00   
2018,       184109,222537948,00   
2018,       184112,840572707,00   
2018,       184115,043172401,00   
2018,       184116,311068012,00   
2018,       184118,371343779,14   
2018,       184120,581734741,00   
2018,       184121,581735473,00   
2018,       184123,382417384,00   
2018,       184123,382417384,14   
2018,       184134,581481727,00   
2018,       184135,640723469,00   
2018,       184139,311294483,00   
2018,       184140,541211517,00   
2018,       184141,391840154,14   
2018,       184146,640535588,00   
2018,       184148,680283341,00   
2018,       184150,640758344,00   
2018,       184154,431069741,93   
2018,       184161,430652675,00   
2018,       184163,341730570,14   
2018,       184167,721114489,00   
2018,       184168,581805637,00   
2018,       184170,141762563,00   
2018,       184171,236629916,00   
2018,       184174,222565777,00   
2018,       184181,576000222,00   
2018,       184183,363267264,00   
2018,       184185,166000169,00   
2018,       184185,166000169,14   
2018,       184186,042104268,00   
2018,       184189,636000374,00   
2018,       184190,942710867,00   
2018,       184192,363926347,14   
2018,       184193,720573791,00   
2018,       184195,720929605,14   
2018,       184196,990257472,00   
2018,       184201,431536703,00   
2018,       184204,386002511,00   
2018,       184207,411776766,00   
2018,       184208,411667830,00   
2018,       184209,311325268,00   
2018,       184211,311040232,00   
2018,       184212,016005876,00   
2018,       184213,311325264,00   
2018,       184216,596000530,00   
2018,       184218,216000252,00   
2018,       184221,010282148,00   
2018,       184221,010282148,10   
2018,       184225,311009769,00   
2018,       184228,351990571,00   
2018,       184233,132624287,00   
2018,       184234,593145415,00   
2018,       184235,371182243,00   
2018,       184236,841362495,00   
2018,       184250,910930238,00   
2018,       184251,431679933,00   
2018,       184252,060888486,00   
2018,       184257,046001418,00   
2018,       184257,046001418,93   
2018,       184259,726000536,00   
2018,       184261,946000438,00   
2018,       184261,946000438,14   
2018,       184264,810480266,00   
2018,       184266,391088212,00   
2018,       184268,146013244,00   
2018,       184269,386004145,00   
2018,       184270,341226547,00   
2018,       184271,630389941,84   
2018,       184273,751281256,00   
2018,       184274,256007669,00   
2018,       184275,026017930,00   
2018,       184277,221757756,84   
2018,       184278,946002210,00   
2018,       184279,936002511,00   
2018,       184280,310742818,00   
2018,       184280,310742818,84   
2018,       184281,581574818,00   
2018,       184283,060770103,00   
2018,       184285,556000340,00   
2018,       184286,140629165,00   
2018,       184289,751247814,00   
2018,       184291,936001037,00   
2018,       184292,520891845,84   
2018,       184309,132552035,00   
2018,       184311,362749561,00   
2018,       184314,616001403,00   
2018,       184315,611011211,00   
2018,       184316,620986509,00   
2018,       184317,910868056,00   
2018,       184320,520846757,00   
2018,       184321,431549458,00   
2018,       184321,431549458,84   
2018,       184323,540575812,00   
2018,       184327,866000754,84   
2018,       184329,526000928,00   
2018,       184331,526000968,00   
2018,       184333,396003283,00   
2018,       184334,340714588,00   
2018,       184339,480831097,00   
2018,       184345,470744117,00   
2018,       184347,352242252,00   
2018,       184347,352242252,14   
2018,       184349,942542559,00   
2018,       184355,460282176,00   
2018,       184358,931133051,00   
2018,       184360,860999811,00   
2018,       184364,316005529,00   
2018,       184365,232543677,00   
2018,       184366,236003550,00   
2018,       184370,216000316,00   
2018,       184373,446001808,00   
2018,       184376,742743798,00   
2018,       184376,742743798,14   
2018,       184378,570670772,00   
2018,       184380,636005427,00   
2018,       184386,510100723,00   
2018,       184387,416004776,00   
2018,       184389,586000817,00   
2018,       184402,570718186,00   
2018,       184405,231744721,00   
2018,       184409,586021362,14   
2018,       184411,710433583,00   
2018,       184416,941086275,00   
2018,       184425,251157815,00   
2018,       184426,370692975,00   
2018,       184432,116001715,00   
2018,       184434,930811191,00   
2018,       184447,056000191,14   
2018,       184452,521780834,00   
2018,       184454,570470705,00   
2018,       184454,570470705,14   
2018,       184455,570692964,00   
2018,       184456,246000731,00   
2018,       184462,730784737,00   
2018,       184463,436002267,00   
2018,       184464,341550750,00   
2018,       184465,132946111,00   
2018,       184466,341421081,00   
2018,       184467,161504738,00   
2018,       184468,370765549,00   
2018,       184472,586002860,00   
2018,       184472,586002860,14   
2018,       184478,346002854,00   
2018,       184482,560859623,00   
2018,       184493,366004475,00   
2018,       184500,870555595,00   
2018,       184505,582109306,00   
2018,       184509,344428219,00   
2018,       184510,316400063,00   
2018,       184523,416008264,00   
2018,       184530,566172047,00   
2018,       184532,216000240,00   
2018,       184534,226002516,00   
2018,       184534,226002516,14   
2018,       184546,226002077,00   
2018,       184549,480757712,00   
2018,       184551,042218946,00   
2018,       184557,660363441,00   
2018,       184558,810513538,00   
2018,       184565,131967321,00   
2018,       184565,131967321,84   
2018,       184566,526002810,00   
2018,       184574,942598256,00   
2018,       184580,371120291,00   
2018,       184580,371120291,14   
2018,       184609,726000592,00   
2018,       184623,616014087,00   
2018,       184625,770331784,14   
2018,       184632,931163563,00   
2018,       184636,390821861,00   
2018,       184638,576000346,00   
2018,       184640,576001577,00   
2018,       184643,364812831,00   
2018,       184645,630757978,00   
2018,       184647,731370227,14   
2018,       184647,731370227,15   
2018,       184647,731370227,20   
2018,       184647,731370227,93   
2018,       184655,660427034,14   
2018,       184655,660427034,17   
2018,       184655,660427034,84   
2018,       184655,660427034,93   
2018,       184677,386000134,00   
2018,       184679,010276217,00   
2018,       184701,936002529,00   
2018,       184702,386003050,00   
2018,       184711,475323918,00   
2018,       184711,475323918,14   
2018,       184715,411810819,00   
2018,       184720,631042087,00   
2018,       184722,631042087,00   
2018,       184723,631042087,00   
2018,       184725,631042087,00   
2018,       184726,631042087,00   
2018,       184734,943030212,00   
2018,       184739,900116560,00   
2018,       184744,946000539,00   
2018,       184746,710576998,00   
2018,       184761,912129526,00   
2018,       184763,726011392,00   
2018,       184767,721192920,00   
2018,       184770,043289685,00   
2018,       184771,880293149,00   
2018,       184774,341401768,00   
2018,       184779,410954784,00   
2018,       184779,410954784,14   
2018,       184779,410954784,93   
2018,       184787,391423051,00   
2018,       184789,416005524,00   
2018,       184795,930556954,00   
2018,       184804,226002313,00   
2018,       184804,226002313,84   
2018,       184805,381713563,00   
2018,       184806,226001789,00   
2018,       184809,113210782,00   
2018,       184822,582158046,00   
2018,       184828,631042087,00   
2018,       184830,411866487,00   
2018,       184831,476008333,00   
2018,       184833,470773689,00   
2018,       184838,660399738,00   
2018,       184839,953976114,00   
2018,       184839,953976114,14   
2018,       184840,830253790,00   
2018,       184840,830253790,10   
2018,       184842,362482309,00   
2018,       184843,566001196,00   
2018,       184848,860711505,00   
2018,       184849,610668290,00   
2018,       184851,561718037,00   
2018,       184854,330227497,00   
2018,       184855,710774925,00   
2018,       184858,952671433,00   
2018,       184860,946002388,00   
2018,       184861,416004063,00   
2018,       184865,946000426,14   
2018,       184865,946000426,97   
2018,       184866,043244024,00   
2018,       184877,231867460,00   
2018,       184878,231672294,00   
2018,       184881,316000730,00   
2018,       184882,930692341,00   
2018,       184882,930692341,14   
2018,       184883,640501339,00   
2018,       184884,810396437,00   
2018,       184885,810453199,00   
2018,       184890,371301939,00   
2018,       184893,061259539,00   
2018,       184895,456004318,00   
2018,       184896,710536689,00   
2018,       184896,710536689,93   
2018,       184896,710536689,96   
2018,       184907,610703077,00   
2018,       184908,610908314,00   
2018,       184909,521730811,00   
2018,       184917,237379099,00   
2018,       184942,436015057,00   
2018,       184946,133755303,00   
2018,       184947,310967612,00   
2018,       184948,936000669,00   
2018,       184949,340926564,00   
2018,       184951,341844183,00   
2018,       184954,526000952,00   
2018,       184959,936002376,00   
2018,       184962,582006448,00   
2018,       184963,346002738,00   
2018,       184965,391411237,00   
2018,       184968,756001595,00   
2018,       184970,381714340,00   
2018,       184972,376006931,00   
2018,       184974,860352611,00   
2018,       184980,222810656,00   
2018,       184981,841354847,00   
2018,       184982,936000515,00   
2018,       184986,721176495,00   
2018,       184989,364083056,00   
2018,       184989,364083056,14   
2018,       185002,046138072,00   
2018,       185003,042777810,00   
2018,       185007,221846785,00   
2018,       185008,720937611,00   
2018,       185012,716020580,00   
2018,       185014,226001532,00   
2018,       185024,043319924,00   
2018,       185027,146004250,00   
2018,       185034,581528903,00   
2018,       185035,586065006,00   
2018,       185036,910923347,00   
2018,       185048,316000421,00   
2018,       185049,912128922,00   
2018,       185050,660433782,00   
2018,       185052,660434377,00   
2018,       185053,912128876,00   
2018,       185054,660433530,00   
2018,       185055,582062496,00   
2018,        18506,160743040,00   
2018,        18506,160743040,84   
2018,       185063,341273355,00   
2018,       185064,592096281,00   
2018,       185069,591493270,00   
2018,       185069,591493270,94   
2018,       185070,593400826,00   
2018,       185071,581623245,00   
2018,       185074,340714378,00   
2018,       185075,770559745,00   
2018,       185076,470709508,14   
2018,       185080,591737149,14   
2018,        18508,160743045,00   
2018,       185082,570960417,00   
2018,       185085,431517523,00   
2018,       185087,953532315,00   
2018,       185089,856000565,00   
2018,       185093,630501425,00   
2018,       185094,942683168,00   
2018,       185095,582002765,00   
2018,       185096,582316338,00   
2018,       185096,582316338,10   
2018,       185097,020260185,00   
2018,       185105,416008370,00   
2018,       185106,436004425,00   
2018,       185107,362559265,00   
2018,        18511,160743052,00   
2018,       185120,436005654,00   
2018,       185121,351341204,00   
2018,       185122,043265611,00   
2018,       185122,043265611,14   
2018,       185123,911090450,00   
2018,       185126,352282427,00   
2018,       185127,383264727,00   
2018,       185128,020474973,00   
2018,       185136,592311570,00   
2018,       185137,721291568,00   
2018,       185138,581480523,00   
2018,       185139,581620954,14   
2018,       185140,582040774,00   
2018,       185143,582044986,00   
2018,       185146,830281794,00   
2018,       185148,660428120,00   
2018,       185150,311038637,00   
2018,       185157,363682153,00   
2018,       185159,030179424,84   
2018,       185163,721218432,00   
2018,       185164,166011713,00   
2018,       185165,581549679,00   
2018,       185167,251440258,00   
2018,       185169,593212722,00   
2018,       185170,593212721,00   
2018,       185173,382950497,00   
2018,       185174,731415407,00   
2018,       185177,341762828,00   
2018,       185178,431257557,14   
2018,       185180,222146293,00   
2018,       185182,830208065,14   
2018,       185183,311209165,00   
2018,       185184,351915874,00   
2018,       185186,742699476,00   
2018,       185187,311361020,00   
2018,       185187,311361020,14   
2018,       185188,731365933,00   
2018,       185190,311374460,00   
2018,       185190,311374460,14   
2018,       185191,741536936,00   
2018,       185192,330224099,00   
2018,       185195,376021157,00   
2018,       185196,911212339,00   
2018,       185197,146003864,00   
2018,       185198,223102837,00   
2018,       185199,846000862,00   
2018,       185200,311429393,00   
2018,       185200,311429393,14   
2018,       185202,746003579,00   
2018,       185205,311324717,00   
2018,       185206,141504983,00   
2018,       185209,591148892,00   
2018,       185211,370811683,00   
2018,       185212,621576400,00   
2018,       185215,721128140,00   
2018,       185215,721128140,14   
2018,       185219,953972405,00   
2018,       185219,953972405,14   
2018,       185223,830242029,14   
2018,       185227,141757306,00   
2018,       185228,311125270,00   
2018,       185232,421378247,00   
2018,       185232,421378247,14   
2018,       185239,430887371,00   
2018,       185239,430887371,10   
2018,       185241,561786295,00   
2018,       185245,222538947,00   
2018,       185250,526000911,00   
2018,       185255,570575184,00   
2018,       185261,330240089,00   
2018,       185263,050488093,00   
2018,       185263,050488093,14   
2018,       185264,371337640,00   
2018,       185265,383260804,00   
2018,       185266,630830704,00   
2018,       185267,216000113,00   
2018,       185268,593149062,00   
2018,       185269,581728814,00   
2018,       185270,816000592,00   
2018,       185271,593169557,00   
2018,       185272,640438336,00   
2018,       185273,541288444,00   
2018,       185275,581519870,00   
2018,       185277,560991238,00   
2018,       185280,820299347,00   
2018,       185281,382097889,00   
2018,        18528,160743088,00   
2018,       185285,010508663,00   
2018,       185290,810465162,00   
2018,       185291,581738127,00   
2018,       185292,146003900,00   
2018,       185293,160960521,00   
2018,       185295,061422444,00   
2018,       185297,421250096,00   
2018,       185297,421250096,14   
2018,       185303,311488740,00   
2018,       185305,146004149,00   
2018,       185306,621034597,00   
2018,       185319,581396689,00   
2018,       185323,311488730,00   
2018,       185324,581992910,00   
2018,       185325,726000533,14   
2018,       185328,581737036,00   
2018,       185330,581737042,00   
2018,       185333,581828174,00   
2018,       185336,582109344,00   
2018,       185340,223112741,00   
2018,       185347,383208092,00   
2018,       185348,391780021,00   
2018,       185356,311504528,00   
2018,       185358,580957459,00   
2018,       185359,586000370,00   
2018,       185359,586000370,94   
2018,       185363,616002405,00   
2018,       185365,562016594,00   
2018,       185366,680314463,00   
2018,       185367,222247470,00   
2018,       185368,363671316,00   
2018,       185368,363671316,14   
2018,       185369,050477790,00   
2018,       185371,570601463,00   
2018,        18537,160743126,00   
2018,       185373,820353464,14   
2018,       185376,222847117,00   
2018,       185381,582098120,00   
2018,       185383,202873916,00   
2018,       185384,611008505,00   
2018,       185387,611010363,00   
2018,       185388,202873962,00   
2018,       185389,581092888,00   
2018,       185390,953864190,00   
2018,       185391,376003496,00   
2018,       185394,930928640,00   
2018,       185396,391336578,00   
2018,       185405,371371939,00   
2018,       185406,710239383,00   
2018,       185408,396002879,00   
2018,       185409,376006325,00   
2018,       185413,383264734,00   
2018,       185414,364019509,00   
2018,       185415,366004485,00   
2018,       185417,386001814,00   
2018,       185418,381709020,00   
2018,       185419,440618839,00   
2018,       185419,440618839,84   
2018,       185429,943090349,00   
2018,       185429,943090349,14   
2018,        18543,160743140,00   
2018,        18543,160743140,84   
2018,       185432,237431302,10   
2018,       185434,366004375,00   
2018,       185439,720816306,00   
2018,       185443,436005660,00   
2018,       185444,370711798,84   
2018,       185450,161369088,00   
2018,       185450,161369088,14   
2018,       185451,630658319,00   
2018,       185454,470550702,14   
2018,       185455,680386518,00   
2018,       185456,161499447,00   
2018,       185456,161499447,14   
2018,       185457,581710058,00   
2018,       185458,540653098,00   
2018,       185458,540653098,14   
2018,       185459,942945287,00   
2018,       185461,371173045,00   
2018,        18546,160743143,00   
2018,       185462,370842427,00   
2018,       185465,640693592,00   
2018,       185467,540506332,00   
2018,       185467,540506332,84   
2018,       185472,446003884,00   
2018,       185472,446003884,93   
2018,       185473,366509939,00   
2018,       185474,376002688,00   
2018,       185476,586055244,84   
2018,       185482,311105980,00   
2018,       185483,330293189,00   
2018,       185486,042562893,00   
2018,       185487,341791760,00   
2018,       185489,311426540,00   
2018,       185490,582243538,00   
2018,       185491,581828348,00   
2018,        18549,160743150,00   
2018,       185493,660400180,00   
2018,       185500,582102227,00   
2018,       185501,581737040,00   
2018,       185503,341791759,00   
2018,       185506,611098737,00   
2018,       185507,742528374,00   
2018,       185508,660266516,14   
2018,       185509,540675166,00   
2018,       185510,742351027,00   
2018,       185511,593305460,00   
2018,       185512,660266516,14   
2018,       185513,953866931,00   
2018,       185514,161344129,00   
2018,       185514,161344129,14   
2018,       185517,720947549,14   
2018,       185518,582168448,00   
2018,       185520,383171146,00   
2018,       185521,330236316,00   
2018,       185524,351974061,00   
2018,       185526,660266516,14   
2018,       185527,953506398,14   
2018,       185538,752264833,00   
2018,       185541,953917927,00   
2018,       185544,311078676,00   
2018,       185545,141499804,00   
2018,       185547,616000519,14   
2018,       185551,366005654,00   
2018,        18555,160743164,00   
2018,       185557,742725664,00   
2018,       185559,010405256,00   
2018,       185570,371179479,00   
2018,       185572,587155025,00   
2018,       185576,481179782,00   
2018,       185578,470796434,00   
2018,       185579,010370653,00   
2018,       185579,010370653,14   
2018,       185582,382534229,00   
2018,       185583,582004370,00   
2018,       185584,311488733,00   
2018,       185586,581623250,00   
2018,       185587,066000411,00   
2018,       185591,311426538,00   
2018,       185592,731059848,00   
2018,       185593,646000701,00   
2018,       185593,646000701,14   
2018,       185594,232741112,00   
2018,       185595,631178135,00   
2018,       185595,631178135,93   
2018,       185597,330236348,00   
2018,       185604,311139936,00   
2018,       185607,431736600,00   
2018,       185608,232857766,00   
2018,       185609,953858285,00   
2018,       185611,363938974,00   
2018,       185614,226002210,00   
2018,       185620,061009394,00   
2018,       185624,953359098,00   
2018,       185624,953359098,14   
2018,       185625,237357228,00   
2018,       185626,816000470,00   
2018,       185626,816000470,84   
2018,       185627,720708091,00   
2018,       185628,953915615,00   
2018,       185630,680373721,00   
2018,       185633,626103220,00   
2018,       185635,630901472,00   
2018,       185637,226002052,00   
2018,       185641,616000718,00   
2018,       185642,593363667,00   
2018,       185643,593066050,00   
2018,       185648,943272018,00   
2018,       185649,222528863,00   
2018,       185649,222528863,14   
2018,        18565,160743209,84   
2018,        18565,160743209,93   
2018,       185652,133179312,00   
2018,       185655,420698225,00   
2018,       185656,570480290,00   
2018,       185657,941708069,00   
2018,       185659,742466406,00   
2018,       185662,204904775,00   
2018,       185663,232771539,00   
2018,       185664,232703539,00   
2018,       185665,232703540,00   
2018,       185666,946002433,00   
2018,       185667,830316838,00   
2018,       185668,680343125,00   
2018,       185670,980018947,10   
2018,       185670,980018947,15   
2018,       185670,980018947,17   
2018,       185670,980018947,20   
2018,       185670,980018947,66   
2018,       185670,980018947,93   
2018,       185671,990265111,00   
2018,       185675,770559746,00   
2018,       185679,660431743,00   
2018,       185681,246002157,00   
2018,       185684,546001357,00   
2018,       185689,521735674,00   
2018,       185689,521735674,14   
2018,       185691,066001854,00   
2018,       185693,581522484,00   
2018,       185699,222973506,00   
2018,       185703,860557533,00   
2018,       185706,920144518,00   
2018,       185709,756004984,00   
2018,       185710,420922774,00   
2018,       185713,756002311,00   
2018,       185714,593391587,00   
2018,       185718,341535116,00   
2018,       185721,581917702,00   
2018,       185723,581876018,00   
2018,       185725,721263715,00   
2018,       185725,721263715,14   
2018,       185726,610444768,00   
2018,       185728,636000089,00   
2018,       185729,582013960,14   
2018,       185731,581700938,00   
2018,       185733,721259853,00   
2018,       185734,946000371,00   
2018,       185738,521858370,00   
2018,       185739,330236334,00   
2018,       185743,936000545,00   
2018,       185745,721223586,00   
2018,       185746,146013200,84   
2018,       185750,421046043,00   
2018,       185751,941637174,00   
2018,       185755,591894611,14   
2018,       185759,311021546,00   
2018,       185760,936000351,00   
2018,       185761,930579541,00   
2018,       185761,930579541,14   
2018,       185762,581691946,14   
2018,       185766,550518114,00   
2018,       185767,550658470,00   
2018,       185770,391674875,00   
2018,       185770,391674875,14   
2018,       185773,581838807,00   
2018,       185774,251684846,00   
2018,       185775,383277536,00   
2018,       185776,760107354,00   
2018,       185777,382893099,00   
2018,       185778,954347591,00   
2018,       185782,237446812,00   
2018,       185790,382588668,00   
2018,       185791,383218138,00   
2018,       185794,581625626,00   
2018,       185795,222642884,00   
2018,       185799,236005166,00   
2018,       185801,660403846,00   
2018,       185801,660403846,14   
2018,       185802,810212955,15   
2018,       185802,810212955,93   
2018,       185805,363558388,00   
2018,       185805,363558388,14   
2018,       185811,386004594,00   
2018,       185820,726001485,00   
2018,       185821,756001702,00   
2018,       185823,640877375,00   
2018,       185826,351820748,00   
2018,       185828,750827469,00   
2018,       185830,341467775,00   
2018,       185836,340978745,00   
2018,       185838,311046798,00   
2018,       185840,546001468,00   
2018,       185844,660266516,00   
2018,       185846,541678087,00   
2018,       185847,660266516,00   
2018,       185848,540722061,00   
2018,       185848,540722061,14   
2018,       185853,616001340,00   
2018,       185854,660477725,00   
2018,       185855,800458373,00   
2018,       185856,660477727,14   
2018,       185857,660266516,14   
2018,       185858,660477726,00   
2018,       185860,660714509,00   
2018,       185862,570954697,00   
2018,       185865,060844829,00   
2018,       185868,746024999,00   
2018,       185869,680384782,00   
2018,        18587,160743248,00   
2018,       185873,876000492,00   
2018,       185874,251674854,00   
2018,       185876,521394413,00   
2018,       185876,521394413,14   
2018,       185877,570884935,00   
2018,       185882,946000275,00   
2018,       185884,010277584,00   
2018,       185885,431518761,00   
2018,       185886,476006506,00   
2018,       185889,760305467,00   
2018,       185892,050479108,00   
2018,       185896,061016262,00   
2018,       185898,311367737,00   
2018,       185899,226002199,00   
2018,       185901,237377602,00   
2018,       185902,311399590,00   
2018,       185902,311399590,14   
2018,       185905,311367736,00   
2018,        18591,160743900,00   
2018,       185912,840430995,00   
2018,       185915,366005828,00   
2018,       185921,616001304,00   
2018,       185924,756002535,00   
2018,       185929,816001383,00   
2018,       185933,936000232,00   
2018,       185934,311094797,00   
2018,       185938,383230758,00   
2018,       185940,930836391,00   
2018,       185940,930836391,14   
2018,       185941,311377281,00   
2018,       185942,311390353,00   
2018,       185951,381810301,00   
2018,       185960,592422975,00   
2018,       185964,112934620,00   
2018,       185967,311097065,00   
2018,       185970,310936872,00   
2018,       185971,341504730,00   
2018,       185972,226000237,00   
2018,       185973,680096275,00   
2018,       185974,311094820,00   
2018,       185975,953177387,00   
2018,       185975,953177387,20   
2018,       185976,941563999,00   
2018,       185995,311046830,00   
2018,       185997,721288658,00   
2018,       185998,582043752,14   
2018,       185999,581876011,00   
2018,       186000,460314687,00   
2018,       186001,582010055,00   
2018,       186001,582010055,14   
2018,       186002,582043746,14   
2018,       186005,363706236,00   
2018,       186006,593352342,00   
2018,       186009,351398054,00   
2018,       186010,050482260,00   
2018,       186010,050482260,14   
2018,       186013,223056195,00   
2018,       186015,310936874,00   
2018,       186019,581917699,00   
2018,       186020,581805618,00   
2018,       186022,311390350,00   
2018,       186022,311390350,14   
2018,       186027,550687740,00   
2018,       186028,550695850,00   
2018,       186030,311373323,00   
2018,       186031,237437989,14   
2018,        18603,160743940,00   
2018,       186033,391338423,00   
2018,       186034,341126813,00   
2018,       186037,363485584,14   
2018,       186040,341786467,00   
2018,        18604,160743942,00   
2018,       186046,416000790,00   
2018,       186047,581917704,00   
2018,       186048,581917703,00   
2018,       186048,581917703,14   
2018,       186049,581805639,00   
2018,       186050,581876012,00   
2018,       186050,581876012,14   
2018,       186051,753159126,00   
2018,       186053,626020041,00   
2018,       186056,680326048,00   
2018,       186058,591585482,00   
2018,       186059,522028130,00   
2018,       186061,391287522,00   
2018,       186061,391287522,14   
2018,       186063,620910914,00   
2018,       186064,836000089,00   
2018,       186065,351159693,00   
2018,       186066,626000834,00   
2018,       186068,237411718,00   
2018,       186071,746000756,00   
2018,       186072,560819154,15   
2018,       186072,560819154,84   
2018,       186080,660532997,00   
2018,       186080,660532997,84   
2018,       186082,770434126,00   
2018,       186082,770434126,14   
2018,       186083,841171536,00   
2018,       186091,591894621,00   
2018,       186091,591894621,14   
2018,       186092,586000581,00   
2018,       186093,521681046,00   
2018,       186093,521681046,14   
2018,       186094,582164455,00   
2018,       186097,593366439,00   
2018,       186102,521513985,00   
2018,       186103,311009854,00   
2018,       186107,582170955,00   
2018,       186114,383038688,14   
2018,       186116,362791226,00   
2018,       186116,362791226,14   
2018,       186127,570847464,00   
2018,       186128,351082584,00   
2018,       186131,411234544,00   
2018,       186132,721223589,00   
2018,       186137,721257008,00   
2018,       186137,721257008,14   
2018,       186138,742789886,00   
2018,       186140,411400144,00   
2018,       186141,411352022,00   
2018,        18614,160743989,84   
2018,       186142,410004346,00   
2018,       186143,936000836,00   
2018,       186152,311373321,00   
2018,       186154,562067992,00   
2018,       186156,550673150,00   
2018,       186163,760386205,00   
2018,       186163,760386205,14   
2018,       186164,311288291,00   
2018,       186165,311373324,00   
2018,       186165,311373324,14   
2018,       186166,161428996,00   
2018,       186169,066001957,00   
2018,       186170,742699478,00   
2018,       186171,660480948,00   
2018,       186171,660480948,93   
2018,       186183,770309119,00   
2018,       186189,421417593,00   
2018,       186189,421417593,14   
2018,        18619,160743996,00   
2018,       186194,752038796,00   
2018,       186200,521156674,00   
2018,       186200,521156674,14   
2018,       186204,521685393,00   
2018,       186208,770418640,00   
2018,       186208,770418640,14   
2018,       186212,936000746,00   
2018,       186214,043261931,14   
2018,       186215,942576886,14   
2018,       186217,976002764,00   
2018,       186221,271773562,00   
2018,       186224,340861121,00   
2018,       186225,936001125,00   
2018,       186227,710719307,00   
2018,       186229,936000234,00   
2018,       186230,710719308,00   
2018,       186235,876000243,00   
2018,       186238,521156674,00   
2018,       186241,431704095,00   
2018,       186242,581836215,14   
2018,       186246,593263124,00   
2018,       186250,581917710,00   
2018,        18625,160746860,00   
2018,       186253,721223588,00   
2018,       186254,621599419,00   
2018,       186255,311041779,00   
2018,       186255,311041779,14   
2018,       186256,311070241,00   
2018,       186258,770140925,00   
2018,       186261,566000274,00   
2018,        18626,160746864,00   
2018,       186272,570958005,00   
2018,       186276,936000720,00   
2018,       186277,616000114,14   
2018,       186278,521302828,00   
2018,       186278,521302828,14   
2018,       186280,050457336,00   
2018,       186284,521150864,00   
2018,       186284,521150864,14   
2018,       186286,582108870,00   
2018,       186286,582108870,01   
2018,       186289,161428990,00   
2018,       186295,610725990,00   
2018,       186296,650444455,00   
2018,       186299,231915131,14   
2018,       186300,020341592,14   
2018,       186303,541023025,00   
2018,       186306,460248724,00   
2018,       186306,460248724,10   
2018,       186306,460248724,15   
2018,       186306,460248724,93   
2018,       186308,416005375,14   
2018,       186310,382995856,00   
2018,       186312,550660393,00   
2018,       186314,382796652,00   
2018,       186315,621672493,00   
2018,       186323,226002500,00   
2018,       186325,311070783,00   
2018,       186328,311361782,00   
2018,       186330,341539201,00   
2018,       186331,311288289,00   
2018,       186331,311288289,14   
2018,       186332,341539198,00   
2018,       186333,341539200,00   
2018,       186334,311361779,00   
2018,       186336,311248889,00   
2018,       186341,341539197,00   
2018,       186346,311361781,00   
2018,       186347,311288290,00   
2018,       186353,943046552,00   
2018,       186354,880151573,93   
2018,       186356,731006395,00   
2018,       186362,936002121,20   
2018,       186364,570671609,00   
2018,       186365,566000330,00   
2018,       186366,576000388,00   
2018,       186367,226001829,00   
2018,       186368,376000378,00   
2018,       186372,363081116,00   
2018,       186373,911253394,00   
2018,       186374,916001208,00   
2018,       186374,916001208,10   
2018,       186378,060997694,00   
2018,       186380,430956668,00   
2018,       186382,593165226,00   
2018,       186383,581575222,00   
2018,       186383,581575222,14   
2018,       186384,566000301,00   
2018,       186385,216000112,00   
2018,       186386,560773867,00   
2018,       186388,566000349,00   
2018,       186392,954377119,00   
2018,       186393,952546247,00   
2018,       186393,952546247,20   
